Date,return,regime,vol_garch_t,var_garch_t,var_xgb_q,var_hist,es_garch_t,es_xgb_q,es_hist
2020-08-26,0.0,Normal,0.020896734172301715,0.07031604769556883,0.12398430705070496,0.12906696488000777,0.0846543866315647,0.05627982534022155,0.05627982534022155
2020-09-24,0.0449105747510087,Normal,0.013662965424503794,0.045974922230945695,0.12754060328006744,0.061443900535454114,0.0846543866315647,0.05627982534022155,0.05627982534022155
2020-10-22,0.0113703967273025,Normal,0.02118025393504716,0.07127007185051407,0.048288214951753616,0.04504266058682232,0.0846543866315647,0.05627982534022155,0.05627982534022155
2020-11-23,-0.031001712040393,Normal,0.027536798689475027,0.09265939998408507,0.04061885550618172,0.04504266058682232,0.0846543866315647,0.05627982534022155,0.05627982534022155
2020-12-21,-0.0213366928283188,Normal,0.023070554628855638,0.07763080136206545,0.03815789520740509,0.043934303125999365,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-01-20,-0.0017990375074333,Normal,0.020724424510971128,0.06973623774705599,0.04051464796066284,0.03892567379346004,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-02-18,-0.0058161005955553,Normal,0.0178426915248904,0.060039407973352305,0.03986373916268349,0.036161717132720185,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-03-19,-0.0223701742687335,Normal,0.012212873814494858,0.041095465471262874,0.02386908419430256,0.03544736264370281,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-04-20,0.0024527520140366,Normal,0.021248623157414027,0.07150012949785829,0.0343669168651104,0.04270983130853414,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-05-18,0.0012679624215307,Normal,0.015603547627364578,0.05250484550069751,0.037018854171037674,0.04130594164433104,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-06-15,-0.0082447706145452,Normal,0.013890447063172873,0.046740382021103866,0.03169125318527222,0.04040367256348948,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-07-13,-0.0088148384608841,Normal,0.012051616719485793,0.04055284663473024,0.028182709589600563,0.026772615250244963,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-08-10,0.006904127493454,Normal,0.011735750629901105,0.03948997935424919,0.026371844112873077,0.03435580999091189,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-09-07,-0.0177157077849486,Normal,0.013771494643435236,0.04634011545548608,0.0360136553645134,0.03618835760141152,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-10-06,-0.0185566823289617,Normal,0.020635590559262496,0.06943731771803013,0.031154537573456764,0.03618835760141152,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-11-04,0.0019076213359851,Normal,0.015013977192284502,0.05052098225722775,0.03656488284468651,0.03618835760141152,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-12-03,-0.0242407266352793,Normal,0.014879869664692862,0.05006971981455535,0.03773879632353783,0.039322257970309034,0.0846543866315647,0.05627982534022155,0.05627982534022155
2021-12-31,0.0050957038362105,Normal,0.013923197806411785,0.04685058597951499,0.0372941754758358,0.039913076804108445,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-01-28,-0.0173329043704682,Normal,0.01817403706028803,0.06115436250541578,0.03989008441567421,0.039913076804108445,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-02-28,0.0258957135926222,Normal,0.020743108060639222,0.06979910658382024,0.03886060416698456,0.039913076804108445,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-03-29,0.0030192536557516,Normal,0.016782002135754207,0.0564702624283253,0.03987075760960579,0.03799968340307665,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-04-28,0.0188561427727395,Normal,0.021416541430800774,0.07206516273334207,0.027928058058023453,0.03820601540435487,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-05-26,-0.0024170102300474,High Vol,0.017866099138822953,0.0601181729556768,0.03371250629425049,0.043339426213616576,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-06-23,0.0312443940994045,Normal,0.017177889581684872,0.05780239597132818,0.045755185186862946,0.04416325274593359,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-07-21,0.0176042752088459,Normal,0.01994705194865011,0.06712043349177459,0.045767106115818024,0.04416325274593359,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-08-18,-0.0009421524133005,Normal,0.016385177726529622,0.055134976069426835,0.04146229848265648,0.04416325274593359,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-09-15,0.0095822542640876,Normal,0.017473805084958906,0.05879813092543672,0.0459795705974102,0.04416325274593359,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-10-14,-0.0139537451933793,Normal,0.020349999982658174,0.06847632541940903,0.046846866607666016,0.048660034184026646,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-11-14,-0.0107752357700643,Normal,0.02401093057405147,0.08079510059030569,0.050876982510089874,0.04416325274593359,0.0846543866315647,0.05627982534022155,0.05627982534022155
2022-12-14,-0.0139577186595405,Normal,0.014640904324617452,0.049265618173036534,0.04122133553028107,0.03872620436037044,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-01-11,0.0267441790988021,Normal,0.014490886530469317,0.048760818797137576,0.0350634939968586,0.03872620436037044,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-02-09,-0.0100380059435156,Normal,0.020759953105216708,0.06985578897965194,0.038014937192201614,0.0385915933760413,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-03-09,0.0240321256257603,Normal,0.0219160443502983,0.07374595509170107,0.03708390146493912,0.03324586049250855,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-04-11,-0.0127340575751556,Normal,0.013992713682194926,0.04708450203533799,0.03429389372467995,0.03324586049250855,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-05-10,0.0008213064895555,Normal,0.016558808791223102,0.05571923244775614,0.034167710691690445,0.03324586049250855,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-06-07,-0.0107721338374272,Normal,0.01776174062106974,0.05976701384864751,0.03247964382171631,0.03849394722282893,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-07-05,-0.0012007463923739,Normal,0.014720946542043914,0.04953495463163389,0.035869114100933075,0.03849394722282893,0.0846543866315647,0.05627982534022155,0.05627982534022155
2023-08-02,-0.0035636354312704,Normal,0.010220128991412468,0.034390018635905774,0.03627418726682663,0.03849394722282893,0.0846543866315647,0.05627982534022155,0.05627982534022155
