Date,price,volume,log_return
2018-01-03,14.276637077331543,11672373,-0.008196699586574398
2018-01-04,14.38924789428711,7553202,0.00785682328329979
2018-01-05,14.340283393859863,7223450,-0.00340865622524508
2018-01-08,14.335390090942383,7371345,-0.0003412860010119928
2018-01-09,14.134654998779297,7057172,-0.014101728185773387
2018-01-10,13.865374565124512,5191139,-0.019234889404337572
2018-01-11,13.90454387664795,4772731,0.002820990459968603
2018-01-12,14.022049903869629,4836637,0.008415399430054163
2018-01-15,14.017148971557617,1372713,-0.0003495772032357946
2018-01-16,14.036737442016602,3231158,0.0013964891247959796
2018-01-17,14.183614730834961,4830813,0.010409410496875686
2018-01-18,14.168927192687988,3751762,-0.0010360650907723769
2018-01-19,14.193404197692871,6417772,0.0017260225010919175
2018-01-22,14.48227310180664,4245516,0.020147993229477686
2018-01-23,14.271742820739746,5532636,-0.014643800978102825
2018-01-24,14.286433219909668,4341774,0.0010288052321516148
2018-01-25,14.443100929260254,4964303,0.010906495143574568
2018-01-26,14.384350776672363,3337069,-0.00407599218448819
2018-01-29,14.384350776672363,4313682,0.0
2018-01-30,13.929020881652832,5172551,-0.03216636716503007
2018-01-31,14.340283393859863,4256422,0.02909810059476214
2018-02-01,14.413721084594727,11147948,0.00510800855347422
2018-02-02,14.359870910644531,2651277,-0.003743031932228779
2018-02-06,14.115072250366211,4785655,-0.017194393683857907
2018-02-07,13.88496208190918,7008631,-0.016436790498528392
2018-02-08,13.895652770996094,6739486,0.0007696510441722799
2018-02-09,13.64841079711914,6611024,-0.017952951198462956
2018-02-12,13.835103034973145,3546161,0.013585970891628687
2018-02-13,14.107568740844727,7094264,0.019502382869478627
2018-02-14,13.956194877624512,8515150,-0.010787956551345158
2018-02-15,13.971331596374512,5507298,0.0010840000632566604
2018-02-16,14.102522850036621,3032696,0.009346219906790259
2018-02-19,14.248844146728516,1715348,0.010322084001211972
2018-02-20,13.870424270629883,3405631,-0.026916967969169543
2018-02-21,13.784646987915039,4648778,-0.006203387218661075
2018-02-22,13.623184204101562,4916554,-0.011782373482341292
2018-02-23,13.789692878723145,4653392,0.012148358009175506
2018-02-26,14.0823392868042,5388669,0.02100005920487622
2018-02-27,14.057106971740723,4787555,-0.0017933772821488963
2018-02-28,13.411269187927246,19774119,-0.04703276447482454
2018-03-01,13.764461517333984,22069096,0.02599468042821224
2018-03-02,13.789692878723145,6125724,0.0018314021238848373
2018-03-05,13.64841079711914,5979717,-0.01029833052002436
2018-03-06,13.567687034606934,4696635,-0.00593207738526871
2018-03-07,13.512185096740723,4925103,-0.004099134243552995
2018-03-08,13.57273006439209,5419633,0.004470759323948841
2018-03-09,13.860333442687988,5874446,0.020968413957677737
2018-03-12,14.163066864013672,3892168,0.021606599869393527
