Date,return,regime,fx_return,vol_garch_normal,vol_garch_t,vol_xgb_pure,vol_xgb_ensemble,var_garch_normal,var_garch_t,var_xgb_pure,var_xgb_ensemble,var_hist,var_xgb_pure_t
2023-02-23,0.0,Normal,-0.0035504853453484,0.009892277019209842,0.009922161396715715,0.007529820781201124,0.007484360598027706,0.016271347733856013,0.01999363518239972,0.012385453022253242,0.012310677675078567,0.01646063304663746,0.01517295311664852
2023-04-03,0.0018719845131207,Normal,-0.0027900152847604,0.012582854595528142,0.013321202369449772,0.008603607304394245,0.008466237224638462,0.02069695401885747,0.02684286716539978,0.014151674679499059,0.013925721005578146,0.01646063304663746,0.017336684903515743
2023-05-15,0.0009792622296709,Normal,0.0012255076953376,0.009936081399835463,0.009973248198566632,0.007750930264592171,0.007960298098623753,0.01634339952820443,0.0200965775593682,0.012749145757962372,0.013093525199136192,0.01646063304663746,0.015618499421484154
2023-06-21,0.0,Normal,0.0076227228060457,0.009086367158021165,0.008942942377534317,0.007622032426297665,0.007644409313797951,0.014945743975683861,0.018020461490661485,0.012537127681137449,0.012573934385702179,0.015352857711209459,0.015358764042102666
2023-07-25,-0.0009526690598961,Normal,-0.0087692417514668,0.008979664459586739,0.008782427885731432,0.008387370966374874,0.008280704729259014,0.014770233655158484,0.017697017025057705,0.013795997554629192,0.013620547207635903,0.0153962921367298,0.01690095822233432
2023-08-29,0.0116109484155112,Normal,0.0040113535593813,0.007362484347046735,0.006957783744275298,0.007745339535176754,0.007472404278814793,0.012110209081613268,0.014020270815904892,0.01273994982640612,0.012291011280056217,0.01344470375424186,0.015607233831269874
2023-10-03,0.0019564226885725,Normal,0.0152380182594302,0.010689908016323135,0.00984789403155496,0.00757487490773201,0.0076492480002343655,0.017583333972426732,0.01984398284904081,0.012459560465686699,0.012581893316636797,0.01344470375424186,0.015263739361026521
2023-11-03,0.0753733435184187,Normal,-0.0133384798017397,0.009491480295116747,0.008752080285184732,0.006980737671256065,0.007046726997941732,0.015612095788561218,0.017635865141941518,0.011482291677362318,0.011590834460701322,0.0139464163016918,0.014066524089129092
2023-12-06,0.0108211486364288,High Vol,-0.0055038230406971,0.01457861284964617,0.012563543543023635,0.007024597376585007,0.007249113172292709,0.02397968422166185,0.025316147979668385,0.011554434472749649,0.01192373009362736,0.0139464163016918,0.014154903517007041
2024-01-08,0.0016981277263656,Normal,-0.0075339680765605,0.011633849821282965,0.013089059182006167,0.006755318958312273,0.006518623325973749,0.01913598007394603,0.0263750874131612,0.011111510889793988,0.010722181220458394,0.0139464163016918,0.01361229447829288
2024-02-06,0.0025739002264613,Normal,-0.002427904949678,0.011672896678913343,0.01638567903413307,0.007190489675849676,0.008287341333925724,0.019200206439340412,0.03301793588368687,0.01182730302287846,0.013631463450892584,0.0139464163016918,0.014489184524788788
2024-03-06,-0.0032356174248797,Normal,-0.0013556872743528,0.012075359104764507,0.020430997732273304,0.006761318538337946,0.006814258173108101,0.01986219822021339,0.04116944874598801,0.0111213793207594,0.011208457271020577,0.016988857668100397,0.013624383922264293
2024-04-08,0.0073729736327711,Normal,-0.0073399165521995,0.011257115553365074,0.01294150706416804,0.0055715423077344894,0.005595432594418526,0.01851630734696438,0.02607776275812964,0.009164371572590655,0.009203667597291802,0.013907433585034601,0.011226927264156502
2024-05-08,0.0102183523335139,High Vol,0.0012264648987485,0.02305019743646646,0.023626947035351297,0.0065565998665988445,0.0069359587505459785,0.0379142008553194,0.04760944119041013,0.010784647071044652,0.011408636907221359,0.01669064921378392,0.01321186589578552
2024-06-05,0.0260865245045633,Normal,0.0062784416560961,0.04204637219555919,0.05255970540153073,0.007675930391997099,0.008863172493875027,0.0691601278060171,0.10591034887221742,0.01262578194550347,0.014578621422846869,0.01720243254965912,0.01546737105021127
2024-07-03,0.0128398490497596,Normal,-0.0062373201374544,0.011711816603429964,0.027045407566558922,0.008266393095254898,0.008537231013178825,0.019264224018342255,0.054497804523123194,0.01359700666453663,0.014042495396149789,0.0194159790368334,0.01665718195992472
2024-08-01,-0.0043450440582397,Normal,-0.0060311486016936,0.012203026556568308,0.012983045727166114,0.008374283090233803,0.00840565375983715,0.020072192491356524,0.026161465173434338,0.01377446991408946,0.013826070073766421,0.0194159790368334,0.016874585518805867
2024-08-30,0.0082987736283714,Normal,0.0085978161586148,0.013794807681868873,0.016041385064049563,0.009999023750424385,0.01291753351688385,0.022690439448620054,0.03232416687932173,0.016446930481859467,0.021247451856513614,0.0253150097287282,0.020148516543210922
2024-10-03,-0.0119360005326292,Normal,-0.0111820175884883,0.014775410778811315,0.01632880055200483,0.01049761101603508,0.011072682216763496,0.024303388009225678,0.03290332299079671,0.01726703355405104,0.018212941504324513,0.02135671792128308,0.021153194001744313
2024-11-04,0.009425038396931,Normal,0.0015513529492935,0.012148840633403274,0.01449643050545611,0.011307132430374622,0.010392671450972557,0.019983064579108804,0.02921100870915455,0.01859857778852232,0.017094423329847237,0.02135671792128308,0.02278441881088746
2024-12-03,0.0010069618834464,Normal,0.0013872475177306,0.008585973653748516,0.009404341543244836,0.009641395881772041,0.009334809146821499,0.014122669905278036,0.01895020312898368,0.015858684985007736,0.015354394682049126,0.02135671792128308,0.01942787908822446
2025-01-03,-0.0194979120648485,Normal,-0.011459465741031,0.008470616501936892,0.00920576141266447,0.008820967748761177,0.008743055164813995,0.013932924275725895,0.018550054559881457,0.01450920079477179,0.014381045998481107,0.01842994273450534,0.01777467671336427
2025-01-31,-0.1010858786612456,Normal,0.0083869359945474,0.009770814252397812,0.01039542898753319,0.008577287197113037,0.008284151554107666,0.016071559261325686,0.020947292271427713,0.014108381955575813,0.013626216729989675,0.01704512874248978,0.017283648614152793
2025-03-03,0.0182174675882027,High Vol,0.0027750854659153,0.008738562596033748,0.009781659245493403,0.005821495782583952,0.0047282869927585125,0.01437365638042859,0.01971051655112941,0.009575508452265916,0.007777340009306312,0.01704512874248978,0.011730595607060848
2025-04-01,0.0089262667833144,Normal,0.004598752462909,0.010078040945213583,0.01059685245497871,0.005770489107817411,0.01686720736324787,0.016576902201300012,0.021353170301854903,0.009491609938277438,0.027744087207980852,0.01704512874248978,0.011627814690043405
2025-05-05,0.0,High Vol,0.0004693098769727,0.022346573789936642,0.014650110994182059,0.03620031103491783,0.037412405014038086,0.03675684294831601,0.0295206823279748,0.05954421290255602,0.061537930080318014,0.023588119412981178,0.07294537786506067
2025-06-03,-0.0109983473118184,Normal,-0.0119282880405544,0.018586365963196634,0.02047509440911594,0.009639579802751541,0.010089769959449768,0.03057185146641139,0.04125830568292915,0.015855697800844035,0.016596194712906968,0.023588119412981178,0.01942421960114836
2025-07-01,-0.0151315028437953,Normal,-0.0032607248779352,0.015750995037841442,0.01470225999272027,0.010549339465796947,0.010786752216517925,0.025908081316088148,0.029625765082650166,0.01735211928225842,0.017742628506366348,0.022393026338825738,0.021257429330292003
2025-07-30,0.0368197035619971,High Vol,8.546252880179346e-06,0.023017475018828892,0.016941243326615604,0.011708052828907967,0.012232513166964054,0.03786037726798563,0.03413742480753571,0.01925803316016872,0.020120693649412474,0.02458549587487414,0.0235922928077881
2025-08-28,0.001660278932423,Normal,-0.000395070539134,0.02431745672305101,0.02653698356372173,0.026089288294315338,0.01634432002902031,0.03999865688914593,0.053473305563242646,0.04291306047548719,0.02688401407978966,0.028899036636553917,0.05257117793887641
2025-10-01,-0.0095219899795479,Normal,-0.0024633961871604,0.026673203720641823,0.0296935807807785,0.015914130955934525,0.015186109580099583,0.043873515882313224,0.059834001650740445,0.026176416022649612,0.024978927422109307,0.03204484049185818,0.032067743695764574
2025-11-10,0.0068727718612093,High Vol,-0.0060842481212019,0.026438996893794583,0.035679327402654025,0.014696994796395302,0.014992925338447094,0.04348827993371675,0.07189557064433436,0.024174405196137734,0.02466116762155734,0.029496691329808537,0.02961515545736026
2025-12-17,0.014358255647915,Normal,-0.0014024327688432,0.01766908154530157,0.026169786787508417,0.015606009401381016,0.01652631163597107,0.029063052864690624,0.05273338629664088,0.02566960116610035,0.027183363634557343,0.029496691329808537,0.03144686385847269
2026-01-20,0.0165293006279828,Normal,-0.0031553570184135,0.02546214410053237,0.037745750392905196,0.014012875035405159,0.013489305041730404,0.04188150007372172,0.07605951292945794,0.023049128326003924,0.022187932322945043,0.0357929978875045,0.028236621045812097
2026-02-25,-0.030278346889959,Normal,-0.0046842986148463,0.031129314806544323,0.05033174423894091,0.017407650128006935,0.017095470800995827,0.05120316636405862,0.10142089935569165,0.028633036449754477,0.028119547151460988,0.0340134179550897,0.03507725707399077
2026-04-07,0.0,High Vol,-0.0063904360831473,0.03724014248719453,0.06631186392480991,0.01370274182409048,0.01367432065308094,0.06125458343825157,0.133621613534369,0.022539004588534868,0.022492255922317617,0.03544767607854226,0.027611687622835907
