sim_id,model,alpha,t_test,breach_rate,kupiec_pval,christo_pval,es_realized
41,GARCH-Normal,0.05,250,0.152,1.6549969172885426e-09,0.8603308707168033,1.425411978134391
41,XGBoost-Q,0.05,250,0.136,1.981754611524167e-07,0.4319890325715915,1.4531364389556216
41,Historical-VaR,0.05,250,0.06,0.4812385279526591,0.9144032996435878,1.8611338152359589
41,GARCH-t,0.01,250,0.012,0.7579883213733308,1.0,2.6465906903407896
41,GARCH-Normal,0.01,250,0.068,1.156144957548122e-09,0.44160858786642465,1.8172273576398523
41,XGBoost-Q,0.01,250,0.008,0.7419327009525927,1.0,2.9108418103558895
41,Historical-VaR,0.01,250,0.012,0.7579883213733308,1.0,2.6465906903407896
42,GARCH-t,0.05,58,0.0,0.014717101200455551,1.0,
42,GARCH-Normal,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.6225241807761046
42,XGBoost-Q,0.05,58,0.017241379310344827,0.18772840378073352,1.0,1.7831282445339414
42,Historical-VaR,0.05,58,0.0,0.014717101200455551,1.0,
42,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
42,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
42,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
42,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
42,GARCH-t,0.05,250,0.044,0.6570559130430669,0.07829206140871703,2.7089633385343905
42,GARCH-Normal,0.05,250,0.044,0.6570559130430669,0.07829206140871703,2.7089633385343905
42,XGBoost-Q,0.05,250,0.08,0.044446449306055236,0.743075719977325,2.1332916348290683
42,Historical-VaR,0.05,250,0.064,0.3293742025406984,0.3561236544492167,2.314591601389935
42,GARCH-t,0.01,250,0.012,0.7579883213733308,0.019847210337081034,5.049826809929749
42,GARCH-Normal,0.01,250,0.012,0.7579883213733308,0.019847210337081034,5.049826809929749
42,XGBoost-Q,0.01,250,0.024,0.059353618972289524,0.004338133522385879,3.6887818449112664
42,Historical-VaR,0.01,250,0.02,0.1618549171960365,0.07573778314272639,3.824653913742098
43,GARCH-t,0.05,58,0.08620689655172414,0.24909991485866112,0.41026037736228527,2.427859162532906
43,GARCH-Normal,0.05,58,0.13793103448275862,0.01064869216888753,0.06676360434881579,2.0269407104802233
43,XGBoost-Q,0.05,58,0.1206896551724138,0.03490665780790292,0.2085985388689996,2.1185851442354884
43,Historical-VaR,0.05,58,0.06896551724137931,0.5297992033445762,0.23469323729108316,2.6489964026265884
43,GARCH-t,0.01,58,0.05172413793103448,0.02360405908935692,1.0,2.898812715635606
43,GARCH-Normal,0.01,58,0.06896551724137931,0.0029859389941127024,0.23469323729108316,2.6489964026265884
43,XGBoost-Q,0.01,58,0.05172413793103448,0.02360405908935692,1.0,2.898812715635606
43,Historical-VaR,0.01,58,0.034482758620689655,0.14285740777902822,1.0,3.01440764956891
43,GARCH-t,0.05,250,0.048,0.8838996943305626,1.0,2.3733495377249856
43,GARCH-Normal,0.05,250,0.056,0.6690657551458938,0.8060054340398742,2.2592419233441547
43,XGBoost-Q,0.05,250,0.076,0.07874901240828369,0.21215902495759276,2.030789578369262
43,Historical-VaR,0.05,250,0.064,0.3293742025406984,0.3561236544492167,2.157614895252247
43,GARCH-t,0.01,250,0.012,0.7579883213733308,1.0,3.1635108272944628
43,GARCH-Normal,0.01,250,0.032,0.005420405194127675,1.0,2.7346573482888012
43,XGBoost-Q,0.01,250,0.032,0.005420405194127675,0.018111733034069988,2.661507219174378
43,Historical-VaR,0.01,250,0.02,0.1618549171960365,1.0,3.0089433459152004
44,GARCH-t,0.05,58,0.0,0.014717101200455551,1.0,
44,GARCH-Normal,0.05,58,0.034482758620689655,0.566622286684572,1.0,2.104264292154113
44,XGBoost-Q,0.05,58,0.06896551724137931,0.5297992033445762,1.0,1.7584042332028882
44,Historical-VaR,0.05,58,0.034482758620689655,0.566622286684572,1.0,2.104264292154113
44,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
44,GARCH-Normal,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.2928080872442074
44,XGBoost-Q,0.01,58,0.034482758620689655,0.14285740777902822,1.0,1.818961272149945
44,Historical-VaR,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.2928080872442074
44,GARCH-t,0.05,250,0.04,0.45291244993520263,0.4008693134710468,2.1462017177456985
44,GARCH-Normal,0.05,250,0.04,0.45291244993520263,0.4008693134710468,2.1462017177456985
44,XGBoost-Q,0.05,250,0.048,0.8838996943305626,0.5938165372595774,2.059872223086756
44,Historical-VaR,0.05,250,0.056,0.6690657551458938,0.8060054340398742,1.968544537152496
44,GARCH-t,0.01,250,0.004,0.2780714900139599,1.0,2.8366671068707623
44,GARCH-Normal,0.01,250,0.004,0.2780714900139599,1.0,2.8366671068707623
44,XGBoost-Q,0.01,250,0.012,0.7579883213733308,1.0,2.489178129876369
44,Historical-VaR,0.01,250,0.016,0.380483738238954,1.0,2.430919499089093
45,GARCH-t,0.05,58,0.034482758620689655,0.566622286684572,1.0,2.4707574777670622
45,GARCH-Normal,0.05,58,0.06896551724137931,0.5297992033445762,0.23469323729108316,1.9378214699541352
45,XGBoost-Q,0.05,58,0.06896551724137931,0.5297992033445762,0.23469323729108316,1.9378214699541352
45,Historical-VaR,0.05,58,0.06896551724137931,0.5297992033445762,0.23469323729108316,1.9378214699541352
45,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
45,GARCH-Normal,0.01,58,0.034482758620689655,0.14285740777902822,1.0,2.4707574777670622
45,XGBoost-Q,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.7123636955958585
45,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
45,GARCH-t,0.05,250,0.18,1.2367884494324244e-13,0.013664639885296204,1.3727536894213483
45,GARCH-Normal,0.05,250,0.028,0.08280655204389309,1.0,2.846007448697116
45,XGBoost-Q,0.05,250,0.068,0.21457514830975966,0.44160858786642465,2.021443774180849
45,Historical-VaR,0.05,250,0.044,0.6570559130430669,0.07829206140871703,2.375806459663571
45,GARCH-t,0.01,250,0.08,2.0398127631438e-12,0.07406962855517885,1.7846801207575165
45,GARCH-Normal,0.01,250,0.016,0.380483738238954,1.0,3.2507043334721635
45,XGBoost-Q,0.01,250,0.008,0.7419327009525927,1.0,4.340819908127832
45,Historical-VaR,0.01,250,0.016,0.380483738238954,1.0,3.304534255728731
46,GARCH-t,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.6416701924706192
46,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.6416701924706192
46,XGBoost-Q,0.05,58,0.06896551724137931,0.5297992033445762,1.0,1.5321360619757094
46,Historical-VaR,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.6416701924706192
46,GARCH-t,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.0081596521707286
46,GARCH-Normal,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.0081596521707286
46,XGBoost-Q,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.0081596521707286
46,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
46,GARCH-t,0.05,250,0.02,0.01373817726098514,1.0,2.1662110155346035
46,GARCH-Normal,0.05,250,0.064,0.3293742025406984,1.0,1.633954037248252
46,XGBoost-Q,0.05,250,0.148,5.733507335570209e-09,0.4640579880172889,1.2642233385577881
46,Historical-VaR,0.05,250,0.056,0.6690657551458938,1.0,1.6825157667953161
46,GARCH-t,0.01,250,0.0,0.024981503053449705,1.0,
46,GARCH-Normal,0.01,250,0.02,0.1618549171960365,1.0,2.1662110155346035
46,XGBoost-Q,0.01,250,0.028,0.01904923089052679,1.0,2.009670754154692
46,Historical-VaR,0.01,250,0.012,0.7579883213733308,1.0,2.362259055618607
47,GARCH-t,0.05,58,0.0,0.014717101200455551,1.0,
47,GARCH-Normal,0.05,58,0.08620689655172414,0.24909991485866112,1.0,2.0574593609275444
47,XGBoost-Q,0.05,58,0.1896551724137931,0.00014907452301948787,0.30521002496291316,1.922612062351009
47,Historical-VaR,0.05,58,0.06896551724137931,0.5297992033445762,1.0,2.205676810803414
47,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
47,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
47,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
47,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
47,GARCH-t,0.05,250,0.032,0.16322015045707905,1.0,2.31592378850201
47,GARCH-Normal,0.05,250,0.032,0.16322015045707905,1.0,2.31592378850201
47,XGBoost-Q,0.05,250,0.132,6.056714834112853e-07,0.8340323151975384,1.9119803315493982
47,Historical-VaR,0.05,250,0.056,0.6690657551458938,0.8060054340398742,2.4000257879113365
47,GARCH-t,0.01,250,0.004,0.2780714900139599,1.0,3.4875161280464932
47,GARCH-Normal,0.01,250,0.012,0.7579883213733308,1.0,2.5360875964821368
47,XGBoost-Q,0.01,250,0.048,1.2961433017655288e-05,0.5938165372595774,2.4454372423245623
47,Historical-VaR,0.01,250,0.024,0.059353618972289524,1.0,2.889894889756554
48,GARCH-t,0.05,58,0.05172413793103448,0.9522160163149069,1.0,2.0269803849882284
48,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,1.0,2.0269803849882284
48,XGBoost-Q,0.05,58,0.08620689655172414,0.24909991485866112,0.41026037736228527,1.8249910297198233
48,Historical-VaR,0.05,58,0.05172413793103448,0.9522160163149069,1.0,2.0269803849882284
48,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
48,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
48,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
48,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
48,GARCH-t,0.05,250,0.0,4.1000723660644667e-07,1.0,
48,GARCH-Normal,0.05,250,0.016,0.004223420509394504,0.04270457626805502,2.5539695534104423
48,XGBoost-Q,0.05,250,0.144,1.9268683204565207e-08,0.06832738470109345,1.605554790243492
48,Historical-VaR,0.05,250,0.064,0.3293742025406984,0.3561236544492167,1.966275559147547
48,GARCH-t,0.01,250,0.0,0.024981503053449705,1.0,
48,GARCH-Normal,0.01,250,0.0,0.024981503053449705,1.0,
48,XGBoost-Q,0.01,250,0.052,2.3114936901214023e-06,0.022148658948658917,2.0613703859088064
48,Historical-VaR,0.01,250,0.02,0.1618549171960365,0.07573778314272639,2.3968115396350123
49,GARCH-t,0.05,58,0.017241379310344827,0.18772840378073352,1.0,2.1766523730120118
49,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.974678659808415
49,XGBoost-Q,0.05,58,0.08620689655172414,0.24909991485866112,0.41026037736228527,1.7423905642064454
49,Historical-VaR,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.974678659808415
49,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
49,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
49,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
49,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
49,GARCH-t,0.05,250,0.044,0.6570559130430669,1.0,2.2866785292611103
49,GARCH-Normal,0.05,250,0.056,0.6690657551458938,1.0,2.1156585472043377
49,XGBoost-Q,0.05,250,0.076,0.07874901240828369,0.6706071336824497,1.8961591196631826
49,Historical-VaR,0.05,250,0.064,0.3293742025406984,1.0,2.0011594923747698
49,GARCH-t,0.01,250,0.02,0.1618549171960365,1.0,2.7737978549599673
49,GARCH-Normal,0.01,250,0.024,0.059353618972289524,1.0,2.6742736079686416
49,XGBoost-Q,0.01,250,0.052,2.3114936901214023e-06,1.0,2.127097573966192
49,Historical-VaR,0.01,250,0.016,0.380483738238954,1.0,2.8850021019372636
50,GARCH-t,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.6309247000576261
50,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.6309247000576261
50,XGBoost-Q,0.05,58,0.1896551724137931,0.00014907452301948787,0.9291965559505457,1.2638001394466125
50,Historical-VaR,0.05,58,0.13793103448275862,0.01064869216888753,1.0,1.3967047001131383
50,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
50,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
50,XGBoost-Q,0.01,58,0.10344827586206896,2.5506905097061328e-05,1.0,1.5255966787137554
50,Historical-VaR,0.01,58,0.034482758620689655,0.14285740777902822,1.0,1.7458122208327467
50,GARCH-t,0.05,250,0.008,0.00017085611685885294,1.0,2.2463536253838186
50,GARCH-Normal,0.05,250,0.004,1.7020689304647618e-05,1.0,2.398665580774133
50,XGBoost-Q,0.05,250,0.032,0.16322015045707905,1.0,1.772912773232501
50,Historical-VaR,0.05,250,0.064,0.3293742025406984,0.9728396985992332,1.5054178690547537
50,GARCH-t,0.01,250,0.0,0.024981503053449705,1.0,
50,GARCH-Normal,0.01,250,0.0,0.024981503053449705,1.0,
50,XGBoost-Q,0.01,250,0.0,0.024981503053449705,1.0,
50,Historical-VaR,0.01,250,0.012,0.7579883213733308,1.0,1.7250240272086843
51,GARCH-t,0.05,58,0.0,0.014717101200455551,1.0,
51,GARCH-Normal,0.05,58,0.0,0.014717101200455551,1.0,
51,XGBoost-Q,0.05,58,0.08620689655172414,0.24909991485866112,1.0,1.2031320027258463
51,Historical-VaR,0.05,58,0.017241379310344827,0.18772840378073352,1.0,1.4501668058520276
51,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
51,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
51,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
51,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
51,GARCH-t,0.05,250,0.004,1.7020689304647618e-05,1.0,2.6321361735329547
51,GARCH-Normal,0.05,250,0.024,0.036605690145713465,1.0,1.982820191559771
51,XGBoost-Q,0.05,250,0.08,0.044446449306055236,0.014641681752603941,1.586468821641348
51,Historical-VaR,0.05,250,0.044,0.6570559130430669,1.0,1.845659356962145
51,GARCH-t,0.01,250,0.0,0.024981503053449705,1.0,
51,GARCH-Normal,0.01,250,0.004,0.2780714900139599,1.0,2.6321361735329547
51,XGBoost-Q,0.01,250,0.008,0.7419327009525927,1.0,2.269920776533459
51,Historical-VaR,0.01,250,0.012,0.7579883213733308,1.0,2.207795357222771
52,GARCH-t,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.5243993752012706
52,GARCH-Normal,0.05,58,0.06896551724137931,0.5297992033445762,1.0,1.479638380620131
52,XGBoost-Q,0.05,58,0.08620689655172414,0.24909991485866112,1.0,1.2518741240281757
52,Historical-VaR,0.05,58,0.08620689655172414,0.24909991485866112,1.0,1.3608121834150793
52,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
52,GARCH-Normal,0.01,58,0.017241379310344827,0.6152964566692893,1.0,1.90795761184589
52,XGBoost-Q,0.01,58,0.034482758620689655,0.14285740777902822,1.0,1.6692710633601646
52,Historical-VaR,0.01,58,0.017241379310344827,0.6152964566692893,1.0,1.90795761184589
52,GARCH-t,0.05,250,0.084,0.023963870334161808,0.49611598650212385,1.8469614301657216
52,GARCH-Normal,0.05,250,0.088,0.012356545939324781,0.41995397267226564,1.8032765568827307
52,XGBoost-Q,0.05,250,0.144,1.9268683204565207e-08,0.022941496826642482,1.48439009145193
52,Historical-VaR,0.05,250,0.072,0.1331391348605262,0.03303162391536796,1.9869656257928259
52,GARCH-t,0.01,250,0.044,6.711051864838335e-05,1.0,2.295530882253888
52,GARCH-Normal,0.01,250,0.044,6.711051864838335e-05,1.0,2.295530882253888
52,XGBoost-Q,0.01,250,0.116,0.0,0.1342756967481935,1.6612103469900092
52,Historical-VaR,0.01,250,0.02,0.1618549171960365,0.07573778314272639,2.760268203062646
53,GARCH-t,0.05,58,0.08620689655172414,0.24909991485866112,1.0,1.3657405093789334
53,GARCH-Normal,0.05,58,0.08620689655172414,0.24909991485866112,1.0,1.3657405093789334
53,XGBoost-Q,0.05,58,0.13793103448275862,0.01064869216888753,1.0,1.2380123151821398
53,Historical-VaR,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.3965117889302874
53,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
53,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
53,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
53,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
53,GARCH-t,0.05,250,0.076,0.07874901240828369,0.6366846004565231,1.5957018403765033
53,GARCH-Normal,0.05,250,0.1,0.0013109034724475555,0.3268317996107135,1.4686448786450128
53,XGBoost-Q,0.05,250,0.108,0.00023987731413255275,0.49984077117663206,1.4304950709692734
53,Historical-VaR,0.05,250,0.068,0.21457514830975966,0.11531850247183639,1.6133431332831574
53,GARCH-t,0.01,250,0.024,0.059353618972289524,0.11954364333624434,2.259866987329276
53,GARCH-Normal,0.01,250,0.032,0.005420405194127675,0.23991931651644083,2.061394825561611
53,XGBoost-Q,0.01,250,0.016,0.380483738238954,0.04270457626805502,2.4849603343357485
53,Historical-VaR,0.01,250,0.012,0.7579883213733308,0.019847210337081034,2.531746197101248
54,GARCH-t,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.669413253305269
54,GARCH-Normal,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.669413253305269
54,XGBoost-Q,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.669413253305269
54,Historical-VaR,0.05,58,0.017241379310344827,0.18772840378073352,1.0,1.8416611147567246
54,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
54,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
54,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
54,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
54,GARCH-t,0.05,250,0.016,0.004223420509394504,1.0,2.5870104779568734
54,GARCH-Normal,0.05,250,0.02,0.01373817726098514,1.0,2.4789675876441164
54,XGBoost-Q,0.05,250,0.132,6.056714834112853e-07,0.8340323151975384,1.706873614774919
54,Historical-VaR,0.05,250,0.06,0.4812385279526591,0.9144032996435878,2.0610972676183286
54,GARCH-t,0.01,250,0.0,0.024981503053449705,1.0,
54,GARCH-Normal,0.01,250,0.004,0.2780714900139599,1.0,3.0295775782499095
54,XGBoost-Q,0.01,250,0.048,1.2961433017655288e-05,1.0,2.1754618541400705
54,Historical-VaR,0.01,250,0.02,0.1618549171960365,1.0,2.4605597988283727
55,GARCH-t,0.05,58,0.05172413793103448,0.9522160163149069,0.10826140068536261,2.9955520620094607
55,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,0.10826140068536261,2.9955520620094607
55,XGBoost-Q,0.05,58,0.06896551724137931,0.5297992033445762,0.23469323729108316,2.6584448090951596
55,Historical-VaR,0.05,58,0.05172413793103448,0.9522160163149069,0.10826140068536261,2.9955520620094607
55,GARCH-t,0.01,58,0.017241379310344827,0.6152964566692893,1.0,3.6778172530841515
55,GARCH-Normal,0.01,58,0.05172413793103448,0.02360405908935692,0.10826140068536261,2.9955520620094607
55,XGBoost-Q,0.01,58,0.034482758620689655,0.14285740777902822,0.03272198263992743,3.2248466590103018
55,Historical-VaR,0.01,58,0.017241379310344827,0.6152964566692893,1.0,3.6778172530841515
55,GARCH-t,0.05,250,0.06,0.4812385279526591,0.05493120975677379,2.526371130134626
55,GARCH-Normal,0.05,250,0.068,0.21457514830975966,0.016185745386866568,2.4230348528626466
55,XGBoost-Q,0.05,250,0.092,0.006100334771630078,0.009205229162740913,2.140835809236721
55,Historical-VaR,0.05,250,0.064,0.3293742025406984,0.08106294284440829,2.457328289307995
55,GARCH-t,0.01,250,0.016,0.380483738238954,1.0,3.0672272443927215
55,GARCH-Normal,0.01,250,0.044,6.711051864838335e-05,0.4940636998432081,2.659383380720503
55,XGBoost-Q,0.01,250,0.016,0.380483738238954,1.0,2.851575375864659
55,Historical-VaR,0.01,250,0.016,0.380483738238954,1.0,3.148218156567018
56,GARCH-t,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.822485143279648
56,GARCH-Normal,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.822485143279648
56,XGBoost-Q,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.705424259349389
56,Historical-VaR,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.822485143279648
56,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
56,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
56,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
56,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
56,GARCH-t,0.05,250,0.052,0.8853472694426691,0.13482876335881278,2.209924992721509
56,GARCH-Normal,0.05,250,0.068,0.21457514830975966,0.3970540810360399,1.9952666703149708
56,XGBoost-Q,0.05,250,0.068,0.21457514830975966,0.3970540810360399,1.9922677277421532
56,Historical-VaR,0.05,250,0.06,0.4812385279526591,0.24545253685629076,2.0769048485759436
56,GARCH-t,0.01,250,0.028,0.01904923089052679,0.00944698975425362,2.8136449151161975
56,GARCH-Normal,0.01,250,0.028,0.01904923089052679,0.00944698975425362,2.8136449151161975
56,XGBoost-Q,0.01,250,0.024,0.059353618972289524,0.004338133522385879,2.9041200723130687
56,Historical-VaR,0.01,250,0.02,0.1618549171960365,0.0016575220255742318,3.011721254908653
57,GARCH-t,0.05,58,0.05172413793103448,0.9522160163149069,1.0,2.1377103884656736
57,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,1.0,2.1377103884656736
57,XGBoost-Q,0.05,58,0.08620689655172414,0.24909991485866112,1.0,1.7091501053243967
57,Historical-VaR,0.05,58,0.06896551724137931,0.5297992033445762,1.0,1.9515870782265687
57,GARCH-t,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.782591895635526
57,GARCH-Normal,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.782591895635526
57,XGBoost-Q,0.01,58,0.034482758620689655,0.14285740777902822,1.0,2.3038500247295897
57,Historical-VaR,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.782591895635526
57,GARCH-t,0.05,250,0.056,0.6690657551458938,0.8060054340398742,2.3278709748534636
57,GARCH-Normal,0.05,250,0.112,9.685813528637066e-05,0.268791053988391,1.8693547868888714
57,XGBoost-Q,0.05,250,0.124,5.119559107646943e-06,0.23923243934954885,1.7295924711073372
57,Historical-VaR,0.05,250,0.056,0.6690657551458938,0.8060054340398742,2.321551977004802
57,GARCH-t,0.01,250,0.016,0.380483738238954,1.0,3.4886297962768857
57,GARCH-Normal,0.01,250,0.056,3.825770412690943e-07,0.8060054340398742,2.351956671479548
57,XGBoost-Q,0.01,250,0.024,0.059353618972289524,1.0,3.066755786185339
57,Historical-VaR,0.01,250,0.016,0.380483738238954,1.0,3.4886297962768857
58,GARCH-t,0.05,58,0.034482758620689655,0.566622286684572,1.0,2.9378138301456183
58,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,1.0,2.347225692588881
58,XGBoost-Q,0.05,58,0.08620689655172414,0.24909991485866112,1.0,1.8797122666216328
58,Historical-VaR,0.05,58,0.05172413793103448,0.9522160163149069,1.0,2.3771861740933224
58,GARCH-t,0.01,58,0.034482758620689655,0.14285740777902822,1.0,2.9378138301456183
58,GARCH-Normal,0.01,58,0.034482758620689655,0.14285740777902822,1.0,2.9378138301456183
58,XGBoost-Q,0.01,58,0.034482758620689655,0.14285740777902822,1.0,2.9378138301456183
58,Historical-VaR,0.01,58,0.034482758620689655,0.14285740777902822,1.0,2.9378138301456183
58,GARCH-t,0.05,250,0.06,0.4812385279526591,0.05493120975677379,2.474855131056869
58,GARCH-Normal,0.05,250,0.068,0.21457514830975966,0.11531850247183639,2.3465954399618054
58,XGBoost-Q,0.05,250,0.112,9.685813528637066e-05,0.5999264631348717,1.8488850167174034
58,Historical-VaR,0.05,250,0.056,0.6690657551458938,0.21448320593086867,2.5030422814581135
58,GARCH-t,0.01,250,0.024,0.059353618972289524,1.0,3.165443223876974
58,GARCH-Normal,0.01,250,0.048,1.2961433017655288e-05,0.5938165372595774,2.678894658432911
58,XGBoost-Q,0.01,250,0.048,1.2961433017655288e-05,0.5938165372595774,2.678894658432911
58,Historical-VaR,0.01,250,0.016,0.380483738238954,1.0,3.228444209296984
59,GARCH-t,0.05,58,0.05172413793103448,0.9522160163149069,1.0,3.3122622324110123
59,GARCH-Normal,0.05,58,0.06896551724137931,0.5297992033445762,1.0,2.9893526753706485
59,XGBoost-Q,0.05,58,0.13793103448275862,0.01064869216888753,0.9577271835901771,2.287868299040737
59,Historical-VaR,0.05,58,0.10344827586206896,0.1001997614778738,0.5085519372685593,2.5641552328284014
59,GARCH-t,0.01,58,0.034482758620689655,0.14285740777902822,1.0,3.887968870412643
59,GARCH-Normal,0.01,58,0.05172413793103448,0.02360405908935692,1.0,3.3122622324110123
59,XGBoost-Q,0.01,58,0.06896551724137931,0.0029859389941127024,1.0,2.937942316162775
59,Historical-VaR,0.01,58,0.034482758620689655,0.14285740777902822,1.0,3.887968870412643
59,GARCH-t,0.05,250,0.06,0.4812385279526591,0.9144032996435878,2.414580199626429
59,GARCH-Normal,0.05,250,0.064,0.3293742025406984,0.9728396985992332,2.357739807318647
59,XGBoost-Q,0.05,250,0.136,1.981754611524167e-07,0.22792878664010052,1.815529032729972
59,Historical-VaR,0.05,250,0.076,0.07874901240828369,0.05036502055391623,2.317780940913532
59,GARCH-t,0.01,250,0.024,0.059353618972289524,1.0,3.4370530252481797
59,GARCH-Normal,0.01,250,0.024,0.059353618972289524,1.0,3.4370530252481797
59,XGBoost-Q,0.01,250,0.064,8.52433379439077e-09,0.08106294284440829,2.417602133739585
59,Historical-VaR,0.01,250,0.02,0.1618549171960365,1.0,3.6922938390162656
60,GARCH-t,0.05,58,0.0,0.014717101200455551,1.0,
60,GARCH-Normal,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.7133665791336146
60,XGBoost-Q,0.05,58,0.06896551724137931,0.5297992033445762,1.0,1.6750700171084836
60,Historical-VaR,0.05,58,0.017241379310344827,0.18772840378073352,1.0,1.9066719855647833
60,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
60,GARCH-Normal,0.01,58,0.0,0.2802578748911524,1.0,
60,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
60,Historical-VaR,0.01,58,0.0,0.2802578748911524,1.0,
60,GARCH-t,0.05,250,0.06,0.4812385279526591,0.28020572726503534,2.064461169180262
60,GARCH-Normal,0.05,250,0.068,0.21457514830975966,0.44160858786642465,2.0060221900488155
60,XGBoost-Q,0.05,250,0.112,9.685813528637066e-05,0.5999264631348717,1.6879461623348981
60,Historical-VaR,0.05,250,0.056,0.6690657551458938,0.21448320593086867,2.0934835105686225
60,GARCH-t,0.01,250,0.008,0.7419327009525927,1.0,2.9016615899740206
60,GARCH-Normal,0.01,250,0.024,0.059353618972289524,0.11954364333624434,2.470428912488773
60,XGBoost-Q,0.01,250,0.04,0.0003189845082133269,0.051226555951393915,2.232695367192867
60,Historical-VaR,0.01,250,0.02,0.1618549171960365,0.07573778314272639,2.4933402443984933
61,GARCH-t,0.05,58,0.017241379310344827,0.18772840378073352,1.0,3.5390850905069042
61,GARCH-Normal,0.05,58,0.017241379310344827,0.18772840378073352,1.0,3.5390850905069042
61,XGBoost-Q,0.05,58,0.06896551724137931,0.5297992033445762,0.23469323729108316,2.568987217175096
61,Historical-VaR,0.05,58,0.034482758620689655,0.566622286684572,1.0,2.986419074483493
61,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
61,GARCH-Normal,0.01,58,0.017241379310344827,0.6152964566692893,1.0,3.5390850905069042
