sim_id,model,alpha,t_test,breach_rate,kupiec_pval,christo_pval,es_realized
17,Historical-VaR,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.5966226760610764
17,GARCH-t,0.01,58,0.017241379310344827,0.6152964566692893,1.0,1.8063089392903497
17,GARCH-Normal,0.01,58,0.017241379310344827,0.6152964566692893,1.0,1.8063089392903497
17,XGBoost-Q,0.01,58,0.0,0.2802578748911524,1.0,
17,Historical-VaR,0.01,58,0.017241379310344827,0.6152964566692893,1.0,1.8063089392903497
17,GARCH-t,0.05,250,0.024,0.036605690145713465,1.0,2.521884417615111
17,GARCH-Normal,0.05,250,0.04,0.45291244993520263,0.4008693134710468,2.1888655463511997
17,XGBoost-Q,0.05,250,0.096,0.002886808755840242,0.6293415603548427,1.6868456357647552
17,Historical-VaR,0.05,250,0.048,0.8838996943305626,0.5938165372595774,2.0658714792667707
17,GARCH-t,0.01,250,0.004,0.2780714900139599,1.0,4.411139015201492
17,GARCH-Normal,0.01,250,0.016,0.380483738238954,1.0,2.9034196454803434
17,XGBoost-Q,0.01,250,0.016,0.380483738238954,1.0,2.7912854379131575
17,Historical-VaR,0.01,250,0.012,0.7579883213733308,1.0,3.00183212860122
18,GARCH-t,0.05,58,0.2413793103448276,8.307417863617772e-07,0.19908571095370142,1.7120584926927644
18,GARCH-Normal,0.05,58,0.2413793103448276,8.307417863617772e-07,0.19908571095370142,1.7120584926927644
18,XGBoost-Q,0.05,58,0.1896551724137931,0.00014907452301948787,0.9291965559505457,1.89013085137683
18,Historical-VaR,0.05,58,0.13793103448275862,0.01064869216888753,0.27880398935953843,2.178994532027533
18,GARCH-t,0.01,58,0.13793103448275862,1.122831849720285e-07,0.27880398935953843,2.178994532027533
18,GARCH-Normal,0.01,58,0.13793103448275862,1.122831849720285e-07,0.27880398935953843,2.178994532027533
18,XGBoost-Q,0.01,58,0.08620689655172414,0.0003031273422592351,1.0,2.474285402918548
18,Historical-VaR,0.01,58,0.06896551724137931,0.0029859389941127024,1.0,2.624839436530758
18,GARCH-t,0.05,250,0.008,0.00017085611685885294,1.0,3.1360586482471113
18,GARCH-Normal,0.05,250,0.024,0.036605690145713465,1.0,2.6893685153678217
18,XGBoost-Q,0.05,250,0.064,0.3293742025406984,0.009513267613896148,2.199507328685172
18,Historical-VaR,0.05,250,0.064,0.3293742025406984,0.06682643228298724,2.2048113884986282
18,GARCH-t,0.01,250,0.0,0.024981503053449705,1.0,
18,GARCH-Normal,0.01,250,0.0,0.024981503053449705,1.0,
18,XGBoost-Q,0.01,250,0.04,0.0003189845082133269,0.4008693134710468,1.796762836575531
18,Historical-VaR,0.01,250,0.02,0.1618549171960365,1.0,2.755153302837442
19,GARCH-t,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.8411650849140582
19,GARCH-Normal,0.05,58,0.034482758620689655,0.566622286684572,1.0,1.8411650849140582
19,XGBoost-Q,0.05,58,0.06896551724137931,0.5297992033445762,1.0,1.4499330679086329
19,Historical-VaR,0.05,58,0.05172413793103448,0.9522160163149069,1.0,1.6446135680779523
19,GARCH-t,0.01,58,0.0,0.2802578748911524,1.0,
19,GARCH-Normal,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.1172806241733317
19,XGBoost-Q,0.01,58,0.017241379310344827,0.6152964566692893,1.0,2.1172806241733317
